4;1509.97;10.10;1161.31;small
4;1414.56;10.60;1135.30;small
4;1354.87;10.00;1133.70;small
4;1763.28;10.90;1502.24;big
4;1439.26;10.20;1500.36;big
4;1413.87;10.20;1447.56;big
4;1307.56;10.40;1426.34;big
4;1272.94;10.40;1496.92;big
4;1186.08;10.40;1434.26;big
4;1052.33;11.00;1302.91;big
4;1138.88;10.10;1249.64;big
4;1227.26;10.10;1248.53;big
4;1328.06;10.00;1261.02;big
4;1340.56;10.90;1214.24;big
4;1235.50;10.10;1193.87;big
4;1099.22;10.20;1207.12;big
4;1482.12;10.50;1147.78;small
4;1467.81;10.50;1366.31;big
4;1515.75;15.70;1502.08;big
4;1466.80;11.00;1393.43;big
4;1614.57;10.50;1416.93;big
4;1635.77;11.10;1320.97;big
4;1796.86;10.70;1353.78;big
4;1761.74;10.90;1287.98;big
4;1879.25;10.40;1283.84;big
4;1718.68;10.10;1239.49;big
4;1652.58;10.40;1228.97;big
4;1317.88;10.50;1285.06;big
4;1448.31;10.90;1398.92;big
4;1701.78;12.00;1501.09;big
4;1602.85;11.00;1473.03;big
4;1614.12;10.60;1309.09;big
4;1679.44;11.30;1431.14;big
4;1177.29;11.20;1355.72;big
4;1467.99;10.00;1212.84;big
4;1220.84;10.60;1378.11;big
4;1347.08;10.20;1279.85;big
4;1576.10;11.30;1349.33;big
4;1763.33;11.30;1469.21;big
4;1400.26;12.00;1350.41;big
4;1390.42;10.00;1285.79;big
4;1514.88;11.60;1272.56;big
4;1504.80;12.30;1390.18;big
4;1547.82;11.10;1442.34;big
4;1667.34;12.10;1320.40;big
4;1748.26;10.10;1422.76;big
4;1719.00;12.80;1343.00;big
4;1821.44;11.00;1448.82;big
4;1270.97;10.70;1365.81;big
4;1192.98;11.60;1309.20;big
4;1869.33;10.20;1462.67;big
4;1435.76;10.40;1270.62;big
4;1432.24;10.00;1218.83;big
4;1464.17;10.20;1187.95;big
4;1388.64;11.10;1177.87;big
4;1186.55;10.50;1188.76;big
4;1085.33;10.70;1179.82;big
4;1572.41;10.20;1256.25;big
4;1530.27;10.00;1199.79;big
4;1796.64;10.70;1330.26;big
4;1643.21;11.80;1264.74;big
5;1742.00;12.68;1084.00;big
5;1577.39;9.90;980.03;big
5;1830.98;11.00;1067.55;big
5;1769.35;11.60;1136.61;big
5;1673.67;10.50;1103.21;big
5;1742.00;12.68;1084.00;big
5;1600.88;11.10;1119.52;big
5;1684.45;12.90;1047.41;big
5;1785.13;12.10;1146.11;big
5;1817.15;11.60;1103.50;big
5;1689.30;10.90;1125.32;big
5;1654.31;10.00;1193.75;big
5;1680.56;10.00;1198.11;big
5;1736.83;11.30;1164.60;big
5;1679.09;10.70;1154.50;big
5;1528.27;9.90;1148.95;big
5;1475.64;11.50;1124.55;big
5;1511.49;12.20;1078.38;big
5;1587.20;10.90;1028.38;big
5;1827.81;10.70;1018.24;big
5;1914.38;10.60;1101.15;big
5;1888.83;10.10;1161.81;big
5;1758.74;10.50;1170.27;big
5;1675.41;10.90;1151.07;big
5;1538.43;10.00;1141.64;big
5;1930.76;10.20;1056.08;big
5;1677.19;11.20;1091.35;big
5;1785.34;10.90;1047.68;big
5;1696.37;10.20;1012.73;big
5;1618.00;10.20;986.43;big
5;1562.19;10.00;942.60;big
5;1533.39;10.40;967.04;big
5;1517.19;11.20;994.34;big
5;1473.13;12.70;1043.71;big
5;1451.24;10.50;1085.31;big
5;1373.64;10.00;1111.02;big
5;1621.11;10.00;1096.06;big
5;1496.90;12.10;1099.89;big
5;1539.05;11.20;1046.35;big
5;1420.43;10.20;1110.53;big
5;1865.33;11.50;1112.72;big
5;1616.45;10.20;1149.73;big
5;1637.79;10.40;1007.90;big
5;1696.83;10.20;984.33;big
5;1512.00;12.20;1037.64;big
5;1564.45;10.40;1006.83;big
5;1764.87;10.90;1047.32;big
5;1744.18;12.70;1117.81;big
5;1568.44;15.10;1104.70;big
5;1765.70;10.10;1006.68;big
5;1659.80;14.50;1060.39;big
5;1712.62;12.90;1041.04;big
5;1764.02;11.50;1024.83;big
5;1607.40;11.00;1064.48;big
6;1086.53;10.20;1092.59;big
6;1111.19;10.40;1074.44;big
6;1146.54;10.00;1058.55;big
6;1097.21;10.00;1060.94;big
6;1211.81;10.10;1076.20;big
6;1164.23;10.00;1087.95;big
6;1182.68;10.00;1102.26;big
6;781.64;10.10;1092.67;big
6;806.51;10.00;1093.95;big
6;1086.00;10.00;1074.00;big
6;1117.42;9.90;1088.92;big
6;1096.93;10.00;1060.46;big
7;1883.89;10.10;960.49;big
7;1846.05;10.00;951.54;big
7;1857.81;10.00;912.50;big
7;1799.52;10.00;947.29;big
7;1779.46;9.90;899.34;big
7;1848.76;10.40;891.04;big
7;1882.58;10.60;914.67;big
7;1775.70;10.10;889.29;big
7;1813.06;10.40;884.84;big
7;1737.02;10.70;869.95;big
7;1779.75;10.20;865.47;big
7;1698.90;10.40;877.02;big
7;1753.05;10.50;884.59;big
7;1661.44;10.50;904.52;big
7;1641.08;11.30;873.39;big
7;1582.29;10.60;928.67;big
7;1594.29;11.70;899.49;big
7;1611.49;10.70;934.90;big
7;1639.60;11.10;906.68;big
7;1648.95;10.60;967.17;big
7;1678.90;10.50;877.90;big
7;1831.01;10.20;984.36;big
7;1744.75;10.40;978.20;big
7;1709.70;11.00;969.16;big
7;1937.88;10.10;998.40;big
7;1815.99;10.10;969.91;big
7;1687.48;11.00;972.84;big
7;1697.19;10.40;912.94;big
7;1689.56;12.10;949.22;big
7;1649.00;11.50;945.00;big
7;1936.07;10.40;1016.73;big
7;1762.82;10.50;957.24;big
7;1761.71;10.10;931.64;big
7;1744.52;10.20;920.93;big
7;1716.56;12.00;946.59;big
7;1899.84;10.20;985.73;big
7;1871.20;10.60;988.83;big
8;1926.85;10.20;808.30;big
8;1939.71;10.20;833.92;big
8;1960.19;10.10;815.35;big
8;1915.68;10.10;741.17;big
8;1938.08;10.00;753.92;big
8;1797.99;10.00;718.92;big
8;1727.34;10.00;728.47;big
8;1707.90;9.90;727.38;big
8;1863.87;10.40;730.35;big
8;1946.19;10.10;776.93;big
8;1762.65;10.10;738.21;big
8;1816.76;10.20;735.57;big
8;1701.20;10.00;761.24;big
8;1731.72;10.00;740.60;big
8;1614.81;10.40;743.99;big
8;1661.52;10.10;740.88;big
8;1542.58;11.80;756.69;big
8;1581.72;12.00;753.91;big
8;1476.33;13.40;744.58;big
8;1517.79;12.40;751.26;big
8;1451.63;13.40;766.15;big
8;1437.77;12.20;736.55;big
8;1531.23;11.30;791.06;big
8;1495.32;12.30;773.42;big
8;1577.61;13.50;834.93;big
8;1569.62;12.80;807.24;big
8;1625.05;12.00;859.93;big
8;1588.69;12.70;868.86;big
8;1703.11;11.10;858.30;big
8;1665.25;11.60;858.13;big
8;1774.00;10.20;850.78;big
8;1742.22;10.10;849.22;big
8;1830.64;10.40;865.98;big
8;1797.91;11.00;857.68;big
8;1854.10;10.20;840.04;big
8;1886.11;10.00;861.27;big
8;1781.65;10.40;807.19;big
8;1820.02;9.90;807.14;big
8;1851.36;10.00;781.82;big
8;1784.15;10.10;780.23;big
8;1859.75;11.00;756.62;big
8;1895.10;10.10;764.57;big
8;1526.43;11.60;767.22;big
8;1473.25;13.00;756.43;big
8;1656.82;14.10;770.63;big
8;1612.02;12.90;771.83;big
8;1668.10;11.10;788.30;big
8;1633.02;13.20;758.18;big
8;1772.30;10.70;758.55;big
8;1819.08;10.60;759.15;big
8;1750.43;12.60;802.50;big
8;1728.22;10.90;769.05;big
8;1843.00;10.20;868.00;big
8;1742.31;12.70;787.60;big
8;1725.64;10.50;819.64;big
8;1676.11;11.20;822.16;big
8;1829.23;10.50;847.92;big
8;1778.13;10.40;830.14;big
8;1630.34;10.60;812.16;big
8;1650.16;12.00;845.65;big
8;1606.32;13.00;811.84;big
8;1606.58;12.60;853.03;big
9;1078.13;10.00;611.09;big
9;1015.80;10.40;626.54;big
9;1028.42;10.10;635.79;big
9;1050.05;10.40;611.88;big
9;1251.12;10.60;687.32;big
9;1243.98;11.20;647.72;big
9;1345.35;13.50;739.11;big
9;1282.59;11.70;724.18;big
9;1431.08;13.40;768.64;big
9;1398.79;12.90;734.58;big
9;1523.37;11.50;803.50;big
9;1475.00;13.30;780.56;big
9;1574.37;13.70;874.35;big
9;1564.06;13.50;835.14;big
9;1552.64;12.30;905.66;big
9;1529.42;10.60;939.09;big
9;1455.21;11.10;928.21;big
9;1472.04;10.70;967.17;big
9;1348.44;13.70;890.05;big
9;1395.41;11.00;923.43;big
9;1257.24;11.70;858.61;big
9;1300.18;12.40;868.54;big
9;1200.46;10.40;801.56;big
9;1238.38;12.20;838.43;big
9;1149.08;10.10;628.39;big
9;1210.36;10.40;634.35;big
9;1140.52;10.20;693.41;big
9;1103.31;10.70;663.28;big
9;1053.30;10.40;711.07;big
9;1092.55;10.40;684.65;big
9;1145.99;10.10;768.36;big
9;1114.35;10.10;739.78;big
9;1277.57;11.70;767.38;big
9;1162.42;10.10;779.82;big
9;1145.00;10.90;665.52;big
9;1204.01;10.70;651.14;big
9;1148.65;10.90;738.46;big
9;1094.36;11.70;712.06;big
9;1253.74;10.90;810.34;big
9;1205.20;10.40;772.59;big
9;1345.56;13.50;864.02;big
9;1291.71;12.40;839.89;big
9;1218.07;12.00;717.21;big
9;1191.29;12.10;677.34;big
9;1316.24;12.70;773.79;big
9;1168.64;11.70;714.75;big
9;1358.16;12.40;775.96;big
9;1404.23;13.50;764.31;big
9;1476.32;12.00;813.99;big
9;1414.00;13.20;804.16;big
9;1532.05;14.00;877.66;big
9;1534.66;13.50;833.92;big
9;1476.40;11.70;919.13;big
9;1518.23;12.00;915.69;big
9;1382.66;12.40;866.10;big
9;1407.43;10.00;891.81;big
9;1409.76;11.50;850.42;big
9;1473.76;12.40;880.23;big
9;1322.82;12.60;815.51;big
9;1367.90;12.60;831.83;big
9;1447.49;11.20;873.24;big
9;1449.95;12.20;824.58;big
10;1417.46;10.00;1082.80;big
10;1432.60;11.50;1039.65;big
10;1451.90;12.60;1019.59;big
10;1478.21;12.40;1013.70;big
10;1457.66;11.30;981.56;big
10;1429.55;10.40;961.08;big
10;1408.52;11.70;949.31;big
10;1373.00;14.10;948.09;big
10;1346.15;16.20;938.69;big
10;1350.37;13.50;913.75;big
10;1318.86;13.90;905.41;big
10;1288.28;10.90;883.05;big
10;1252.14;12.30;876.20;big
10;1228.03;11.70;860.80;big
10;1219.90;11.70;838.22;big
10;1194.19;10.40;816.66;big
10;1147.74;10.00;812.49;big
10;1138.07;10.00;818.43;big
10;1094.50;10.00;840.15;big
10;1120.00;10.00;822.00;big
10;1087.91;10.10;865.67;big
10;1115.35;10.10;898.89;big
10;1131.13;10.00;934.67;big
10;1081.67;10.40;950.88;big
10;1164.07;10.20;980.15;big
10;1192.00;10.40;1016.58;big
10;1217.52;10.90;1038.44;big
10;1272.74;11.30;1030.27;big
10;1311.87;10.50;1038.48;big
10;1361.14;10.50;1048.37;big
10;1386.57;11.10;1046.40;big
10;1116.43;10.50;962.96;big
10;1111.51;10.00;982.78;big
10;1106.89;9.90;797.67;big
10;1129.91;9.90;791.04;big
10;1160.13;10.00;794.14;big
10;1126.46;9.90;806.28;big
10;1186.90;10.60;842.77;big
10;1130.04;9.90;851.42;big
10;1201.34;11.10;874.52;big
10;1134.82;10.20;885.58;big
10;1208.20;12.60;912.61;big
10;1244.81;12.80;897.84;big
10;1156.98;10.60;922.90;big
10;1170.24;10.40;886.60;big
10;1395.52;11.30;1035.07;big
10;1436.22;12.00;995.99;big
10;1356.27;10.90;1022.42;big
10;1401.77;12.40;992.22;big
10;1337.90;11.20;1019.41;big
10;1374.02;12.40;984.83;big
10;1220.22;11.70;1000.91;big
10;1279.39;11.00;922.44;big
10;1331.34;11.60;968.07;big
10;1309.84;11.50;1017.10;big
10;1200.59;11.30;956.16;big
10;1174.23;10.70;964.43;big
10;1256.88;11.50;993.59;big
10;1304.81;10.70;986.49;big
10;1250.82;10.50;954.62;big
11;1791.48;10.00;677.21;big
11;1638.86;10.00;698.30;big
11;1266.94;11.10;674.20;big
11;1252.25;10.60;645.13;big
11;1334.76;11.20;721.15;big
11;1282.80;10.70;703.60;big
11;1428.69;13.90;725.88;big
11;1381.40;15.00;726.35;big
11;1511.80;13.40;739.22;big
11;1470.25;15.00;733.49;big
11;1601.64;10.10;739.96;big
11;1551.40;12.60;747.50;big
11;1543.73;10.10;686.09;big
11;1570.76;10.00;710.92;big
11;1633.33;10.10;681.74;big
11;1588.24;10.00;685.51;big
11;1724.69;10.10;663.63;big
11;1672.73;10.40;678.07;big
11;1819.59;10.10;653.79;big
11;1763.74;10.20;661.63;big
11;1910.29;10.10;678.15;big
11;1853.00;10.00;658.03;big
11;1951.29;10.00;668.54;big
11;1940.78;10.00;680.86;big
11;1909.67;10.10;636.53;big
11;1944.05;10.00;642.90;big
11;1884.60;10.10;624.02;big
11;1913.16;10.00;627.33;big
11;1820.37;10.00;603.03;big
11;1854.58;10.00;615.87;big
11;1719.74;10.20;612.14;big
11;1769.57;10.20;605.69;big
11;1451.00;13.62;726.00;big
11;1682.73;10.20;610.67;big
11;1602.94;10.10;612.13;big
11;1655.62;10.40;610.67;big
11;1502.46;10.10;606.01;big
11;1543.11;10.00;604.34;big
11;1406.91;10.10;609.54;big
11;1462.84;10.00;602.32;big
11;1296.61;10.10;603.16;big
11;1368.69;10.00;602.44;big
11;1835.24;10.50;634.11;big
11;1910.46;10.40;655.14;big
11;1778.39;10.90;630.96;big
11;1881.75;10.10;642.70;big
11;1670.58;12.10;639.90;big
11;1722.18;11.00;638.37;big
11;1555.99;11.60;646.59;big
11;1613.65;12.10;647.65;big
11;1519.31;14.50;707.25;big
11;1471.66;15.60;715.96;big
11;1519.75;10.40;642.36;big
11;1513.77;10.70;678.93;big
11;1483.16;10.00;641.10;big
11;1466.71;13.00;696.09;big
11;1435.32;10.70;647.92;big
11;1417.19;14.10;697.57;big
11;1390.63;15.10;685.17;big
11;1378.67;11.00;646.91;big
11;1344.94;12.00;668.69;big
11;1323.15;11.00;633.01;big
11;1327.46;10.70;687.50;big
11;1296.14;10.10;663.13;big
